"","thres","n","snr","test","power"
"805",0.05,1360,14.75,"URXOP2",1
"806",0.05,1360,14.75,"URXOP4",0.84
"807",0.05,1360,14.75,"URXOP6",0.53
"808",0.05,1360,14.75,"URXOP1",1
"809",0.05,1360,14.75,"URXOP3",0.88
"810",0.05,1360,14.75,"URXOP5",0.87
"811",0.05,1370,14.48,"URXOP2",1
"812",0.05,1370,14.48,"URXOP4",0.9
"813",0.05,1370,14.48,"URXOP6",0.54
"814",0.05,1370,14.48,"URXOP1",1
"815",0.05,1370,14.48,"URXOP3",0.94
"816",0.05,1370,14.48,"URXOP5",0.9
"817",0.05,1380,14.81,"URXOP2",1
"818",0.05,1380,14.81,"URXOP4",0.91
"819",0.05,1380,14.81,"URXOP6",0.48
"820",0.05,1380,14.81,"URXOP1",1
"821",0.05,1380,14.81,"URXOP3",0.87
"822",0.05,1380,14.81,"URXOP5",0.86
"823",0.05,1390,15.07,"URXOP2",1
"824",0.05,1390,15.07,"URXOP4",0.85
"825",0.05,1390,15.07,"URXOP6",0.49
"826",0.05,1390,15.07,"URXOP1",1
"827",0.05,1390,15.07,"URXOP3",0.88
"828",0.05,1390,15.07,"URXOP5",0.85
"829",0.05,1400,14.66,"URXOP2",1
"830",0.05,1400,14.66,"URXOP4",0.89
"831",0.05,1400,14.66,"URXOP6",0.53
"832",0.05,1400,14.66,"URXOP1",1
"833",0.05,1400,14.66,"URXOP3",0.92
"834",0.05,1400,14.66,"URXOP5",0.79
"835",0.05,1410,14.4,"URXOP2",1
"836",0.05,1410,14.4,"URXOP4",0.89
"837",0.05,1410,14.4,"URXOP6",0.55
"838",0.05,1410,14.4,"URXOP1",1
"839",0.05,1410,14.4,"URXOP3",0.88
"840",0.05,1410,14.4,"URXOP5",0.89
"841",0.05,1420,14.72,"URXOP2",1
"842",0.05,1420,14.72,"URXOP4",0.93
"843",0.05,1420,14.72,"URXOP6",0.6
"844",0.05,1420,14.72,"URXOP1",1
"845",0.05,1420,14.72,"URXOP3",0.92
"846",0.05,1420,14.72,"URXOP5",0.91
"847",0.05,1430,14.9,"URXOP2",1
"848",0.05,1430,14.9,"URXOP4",0.9
"849",0.05,1430,14.9,"URXOP6",0.53
"850",0.05,1430,14.9,"URXOP1",1
"851",0.05,1430,14.9,"URXOP3",0.93
"852",0.05,1430,14.9,"URXOP5",0.93
"853",0.05,1440,14.8,"URXOP2",1
"854",0.05,1440,14.8,"URXOP4",0.92
"855",0.05,1440,14.8,"URXOP6",0.54
"856",0.05,1440,14.8,"URXOP1",1
"857",0.05,1440,14.8,"URXOP3",0.94
"858",0.05,1440,14.8,"URXOP5",0.82
"859",0.05,1450,14.87,"URXOP2",1
"860",0.05,1450,14.87,"URXOP4",0.91
"861",0.05,1450,14.87,"URXOP6",0.49
"862",0.05,1450,14.87,"URXOP1",1
"863",0.05,1450,14.87,"URXOP3",0.96
"864",0.05,1450,14.87,"URXOP5",0.84
"865",0.05,1460,14.56,"URXOP2",1
"866",0.05,1460,14.56,"URXOP4",0.86
"867",0.05,1460,14.56,"URXOP6",0.49
"868",0.05,1460,14.56,"URXOP1",1
"869",0.05,1460,14.56,"URXOP3",0.94
"870",0.05,1460,14.56,"URXOP5",0.89
"871",0.05,1470,14.82,"URXOP2",1
"872",0.05,1470,14.82,"URXOP4",0.86
"873",0.05,1470,14.82,"URXOP6",0.5
"874",0.05,1470,14.82,"URXOP1",1
"875",0.05,1470,14.82,"URXOP3",0.92
"876",0.05,1470,14.82,"URXOP5",0.89
"877",0.05,1480,14.79,"URXOP2",1
"878",0.05,1480,14.79,"URXOP4",0.89
"879",0.05,1480,14.79,"URXOP6",0.56
"880",0.05,1480,14.79,"URXOP1",1
"881",0.05,1480,14.79,"URXOP3",0.93
"882",0.05,1480,14.79,"URXOP5",0.86
"883",0.05,1490,14.86,"URXOP2",1
"884",0.05,1490,14.86,"URXOP4",0.91
"885",0.05,1490,14.86,"URXOP6",0.57
"886",0.05,1490,14.86,"URXOP1",1
"887",0.05,1490,14.86,"URXOP3",0.96
"888",0.05,1490,14.86,"URXOP5",0.9
"889",0.05,1500,14.73,"URXOP2",1
"890",0.05,1500,14.73,"URXOP4",0.9
"891",0.05,1500,14.73,"URXOP6",0.47
"892",0.05,1500,14.73,"URXOP1",1
"893",0.05,1500,14.73,"URXOP3",0.93
"894",0.05,1500,14.73,"URXOP5",0.88
"895",0.05,1510,14.86,"URXOP2",1
"896",0.05,1510,14.86,"URXOP4",0.9
"897",0.05,1510,14.86,"URXOP6",0.53
"898",0.05,1510,14.86,"URXOP1",1
"899",0.05,1510,14.86,"URXOP3",0.96
"900",0.05,1510,14.86,"URXOP5",0.83
"901",0.05,1520,14.77,"URXOP2",1
"902",0.05,1520,14.77,"URXOP4",0.89
"903",0.05,1520,14.77,"URXOP6",0.58
"904",0.05,1520,14.77,"URXOP1",1
"905",0.05,1520,14.77,"URXOP3",0.96
"906",0.05,1520,14.77,"URXOP5",0.86
"907",0.05,1530,14.82,"URXOP2",1
"908",0.05,1530,14.82,"URXOP4",0.91
"909",0.05,1530,14.82,"URXOP6",0.45
"910",0.05,1530,14.82,"URXOP1",1
"911",0.05,1530,14.82,"URXOP3",0.89
"912",0.05,1530,14.82,"URXOP5",0.88
"913",0.05,1540,14.7,"URXOP2",1
"914",0.05,1540,14.7,"URXOP4",0.86
"915",0.05,1540,14.7,"URXOP6",0.56
"916",0.05,1540,14.7,"URXOP1",1
"917",0.05,1540,14.7,"URXOP3",0.96
"918",0.05,1540,14.7,"URXOP5",0.84
"919",0.05,1550,14.86,"URXOP2",1
"920",0.05,1550,14.86,"URXOP4",0.93
"921",0.05,1550,14.86,"URXOP6",0.52
"922",0.05,1550,14.86,"URXOP1",1
"923",0.05,1550,14.86,"URXOP3",0.94
"924",0.05,1550,14.86,"URXOP5",0.91
"925",0.05,1560,14.72,"URXOP2",1
"926",0.05,1560,14.72,"URXOP4",0.89
"927",0.05,1560,14.72,"URXOP6",0.64
"928",0.05,1560,14.72,"URXOP1",1
"929",0.05,1560,14.72,"URXOP3",0.95
"930",0.05,1560,14.72,"URXOP5",0.89
"931",0.05,1570,14.73,"URXOP2",1
"932",0.05,1570,14.73,"URXOP4",0.88
"933",0.05,1570,14.73,"URXOP6",0.47
"934",0.05,1570,14.73,"URXOP1",1
"935",0.05,1570,14.73,"URXOP3",0.92
"936",0.05,1570,14.73,"URXOP5",0.91
"937",0.05,1580,14.3,"URXOP2",1
"938",0.05,1580,14.3,"URXOP4",0.89
"939",0.05,1580,14.3,"URXOP6",0.63
"940",0.05,1580,14.3,"URXOP1",1
"941",0.05,1580,14.3,"URXOP3",0.94
"942",0.05,1580,14.3,"URXOP5",0.87
"943",0.05,1590,14.71,"URXOP2",1
"944",0.05,1590,14.71,"URXOP4",0.92
"945",0.05,1590,14.71,"URXOP6",0.59
"946",0.05,1590,14.71,"URXOP1",1
"947",0.05,1590,14.71,"URXOP3",0.91
"948",0.05,1590,14.71,"URXOP5",0.89
"949",0.05,1600,14.59,"URXOP2",1
"950",0.05,1600,14.59,"URXOP4",0.9
"951",0.05,1600,14.59,"URXOP6",0.58
"952",0.05,1600,14.59,"URXOP1",1
"953",0.05,1600,14.59,"URXOP3",0.98
"954",0.05,1600,14.59,"URXOP5",0.89
"955",0.05,1610,14.86,"URXOP2",1
"956",0.05,1610,14.86,"URXOP4",0.9
"957",0.05,1610,14.86,"URXOP6",0.5
"958",0.05,1610,14.86,"URXOP1",1
"959",0.05,1610,14.86,"URXOP3",0.95
"960",0.05,1610,14.86,"URXOP5",0.83
"961",0.05,1620,14.74,"URXOP2",1
"962",0.05,1620,14.74,"URXOP4",0.94
"963",0.05,1620,14.74,"URXOP6",0.48
"964",0.05,1620,14.74,"URXOP1",1
"965",0.05,1620,14.74,"URXOP3",0.95
"966",0.05,1620,14.74,"URXOP5",0.88
"967",0.05,1630,14.98,"URXOP2",1
"968",0.05,1630,14.98,"URXOP4",0.88
"969",0.05,1630,14.98,"URXOP6",0.55
"970",0.05,1630,14.98,"URXOP1",1
"971",0.05,1630,14.98,"URXOP3",0.95
"972",0.05,1630,14.98,"URXOP5",0.94
"973",0.05,1640,14.58,"URXOP2",1
"974",0.05,1640,14.58,"URXOP4",0.96
"975",0.05,1640,14.58,"URXOP6",0.54
"976",0.05,1640,14.58,"URXOP1",1
"977",0.05,1640,14.58,"URXOP3",0.92
"978",0.05,1640,14.58,"URXOP5",0.88
"979",0.05,1650,14.64,"URXOP2",1
"980",0.05,1650,14.64,"URXOP4",0.88
"981",0.05,1650,14.64,"URXOP6",0.57
"982",0.05,1650,14.64,"URXOP1",1
"983",0.05,1650,14.64,"URXOP3",0.96
"984",0.05,1650,14.64,"URXOP5",0.88
"985",0.05,1660,14.8,"URXOP2",1
"986",0.05,1660,14.8,"URXOP4",0.92
"987",0.05,1660,14.8,"URXOP6",0.69
"988",0.05,1660,14.8,"URXOP1",1
"989",0.05,1660,14.8,"URXOP3",0.93
"990",0.05,1660,14.8,"URXOP5",0.87
"991",0.05,1670,14.76,"URXOP2",1
"992",0.05,1670,14.76,"URXOP4",0.9
"993",0.05,1670,14.76,"URXOP6",0.58
"994",0.05,1670,14.76,"URXOP1",1
"995",0.05,1670,14.76,"URXOP3",0.98
"996",0.05,1670,14.76,"URXOP5",0.9
"997",0.05,1680,14.69,"URXOP2",1
"998",0.05,1680,14.69,"URXOP4",0.97
"999",0.05,1680,14.69,"URXOP6",0.58
"1000",0.05,1680,14.69,"URXOP1",1
"1001",0.05,1680,14.69,"URXOP3",0.95
"1002",0.05,1680,14.69,"URXOP5",0.87
"1003",0.05,1690,14.57,"URXOP2",1
"1004",0.05,1690,14.57,"URXOP4",0.92
"1005",0.05,1690,14.57,"URXOP6",0.54
"1006",0.05,1690,14.57,"URXOP1",1
"1007",0.05,1690,14.57,"URXOP3",0.99
"1008",0.05,1690,14.57,"URXOP5",0.97
"1009",0.05,1700,14.77,"URXOP2",1
"1010",0.05,1700,14.77,"URXOP4",0.94
"1011",0.05,1700,14.77,"URXOP6",0.57
"1012",0.05,1700,14.77,"URXOP1",1
"1013",0.05,1700,14.77,"URXOP3",0.94
"1014",0.05,1700,14.77,"URXOP5",0.84
"1015",0.05,1710,14.96,"URXOP2",1
"1016",0.05,1710,14.96,"URXOP4",0.93
"1017",0.05,1710,14.96,"URXOP6",0.6
"1018",0.05,1710,14.96,"URXOP1",1
"1019",0.05,1710,14.96,"URXOP3",0.95
"1020",0.05,1710,14.96,"URXOP5",0.91
"1021",0.05,1720,14.72,"URXOP2",1
"1022",0.05,1720,14.72,"URXOP4",0.92
"1023",0.05,1720,14.72,"URXOP6",0.52
"1024",0.05,1720,14.72,"URXOP1",1
"1025",0.05,1720,14.72,"URXOP3",0.93
"1026",0.05,1720,14.72,"URXOP5",0.89
"1027",0.05,1730,14.88,"URXOP2",1
"1028",0.05,1730,14.88,"URXOP4",0.88
"1029",0.05,1730,14.88,"URXOP6",0.62
"1030",0.05,1730,14.88,"URXOP1",1
"1031",0.05,1730,14.88,"URXOP3",0.95
"1032",0.05,1730,14.88,"URXOP5",0.89
"1033",0.05,1740,14.51,"URXOP2",1
"1034",0.05,1740,14.51,"URXOP4",0.93
"1035",0.05,1740,14.51,"URXOP6",0.57
"1036",0.05,1740,14.51,"URXOP1",1
"1037",0.05,1740,14.51,"URXOP3",0.91
"1038",0.05,1740,14.51,"URXOP5",0.89
"1039",0.05,1750,14.54,"URXOP2",1
"1040",0.05,1750,14.54,"URXOP4",0.96
"1041",0.05,1750,14.54,"URXOP6",0.58
"1042",0.05,1750,14.54,"URXOP1",1
"1043",0.05,1750,14.54,"URXOP3",0.92
"1044",0.05,1750,14.54,"URXOP5",0.87
"1045",0.05,1760,14.52,"URXOP2",1
"1046",0.05,1760,14.52,"URXOP4",0.95
"1047",0.05,1760,14.52,"URXOP6",0.58
"1048",0.05,1760,14.52,"URXOP1",1
"1049",0.05,1760,14.52,"URXOP3",0.94
"1050",0.05,1760,14.52,"URXOP5",0.93
"1051",0.05,1770,14.8,"URXOP2",1
"1052",0.05,1770,14.8,"URXOP4",0.93
"1053",0.05,1770,14.8,"URXOP6",0.62
"1054",0.05,1770,14.8,"URXOP1",1
"1055",0.05,1770,14.8,"URXOP3",0.97
"1056",0.05,1770,14.8,"URXOP5",0.86
"1057",0.05,1780,14.74,"URXOP2",1
"1058",0.05,1780,14.74,"URXOP4",0.94
"1059",0.05,1780,14.74,"URXOP6",0.53
"1060",0.05,1780,14.74,"URXOP1",1
"1061",0.05,1780,14.74,"URXOP3",0.96
"1062",0.05,1780,14.74,"URXOP5",0.92
"1063",0.05,1790,14.71,"URXOP2",1
"1064",0.05,1790,14.71,"URXOP4",0.93
"1065",0.05,1790,14.71,"URXOP6",0.6
"1066",0.05,1790,14.71,"URXOP1",1
"1067",0.05,1790,14.71,"URXOP3",0.98
"1068",0.05,1790,14.71,"URXOP5",0.91
"1069",0.05,1800,14.79,"URXOP2",1
"1070",0.05,1800,14.79,"URXOP4",0.91
"1071",0.05,1800,14.79,"URXOP6",0.63
"1072",0.05,1800,14.79,"URXOP1",1
"1073",0.05,1800,14.79,"URXOP3",0.97
"1074",0.05,1800,14.79,"URXOP5",0.91
"1075",0.05,1810,14.89,"URXOP2",1
"1076",0.05,1810,14.89,"URXOP4",0.97
"1077",0.05,1810,14.89,"URXOP6",0.55
"1078",0.05,1810,14.89,"URXOP1",1
"1079",0.05,1810,14.89,"URXOP3",0.97
"1080",0.05,1810,14.89,"URXOP5",0.92
"1081",0.05,1820,14.95,"URXOP2",1
"1082",0.05,1820,14.95,"URXOP4",0.93
"1083",0.05,1820,14.95,"URXOP6",0.59
"1084",0.05,1820,14.95,"URXOP1",1
"1085",0.05,1820,14.95,"URXOP3",0.94
"1086",0.05,1820,14.95,"URXOP5",0.93
"1087",0.05,1830,14.86,"URXOP2",1
"1088",0.05,1830,14.86,"URXOP4",0.92
"1089",0.05,1830,14.86,"URXOP6",0.57
"1090",0.05,1830,14.86,"URXOP1",1
"1091",0.05,1830,14.86,"URXOP3",0.96
"1092",0.05,1830,14.86,"URXOP5",0.95
"1093",0.05,1840,14.89,"URXOP2",1
"1094",0.05,1840,14.89,"URXOP4",0.96
"1095",0.05,1840,14.89,"URXOP6",0.6
"1096",0.05,1840,14.89,"URXOP1",1
"1097",0.05,1840,14.89,"URXOP3",0.98
"1098",0.05,1840,14.89,"URXOP5",0.91
"1099",0.05,1850,14.49,"URXOP2",1
"1100",0.05,1850,14.49,"URXOP4",0.89
"1101",0.05,1850,14.49,"URXOP6",0.65
"1102",0.05,1850,14.49,"URXOP1",1
"1103",0.05,1850,14.49,"URXOP3",0.97
"1104",0.05,1850,14.49,"URXOP5",0.9
"1105",0.05,1860,14.89,"URXOP2",1
"1106",0.05,1860,14.89,"URXOP4",0.95
"1107",0.05,1860,14.89,"URXOP6",0.57
"1108",0.05,1860,14.89,"URXOP1",1
"1109",0.05,1860,14.89,"URXOP3",0.94
"1110",0.05,1860,14.89,"URXOP5",0.89
"1111",0.05,1870,15.09,"URXOP2",1
"1112",0.05,1870,15.09,"URXOP4",0.91
"1113",0.05,1870,15.09,"URXOP6",0.62
"1114",0.05,1870,15.09,"URXOP1",1
"1115",0.05,1870,15.09,"URXOP3",0.96
"1116",0.05,1870,15.09,"URXOP5",0.85
"1117",0.05,1880,14.64,"URXOP2",1
"1118",0.05,1880,14.64,"URXOP4",0.94
"1119",0.05,1880,14.64,"URXOP6",0.63
"1120",0.05,1880,14.64,"URXOP1",1
"1121",0.05,1880,14.64,"URXOP3",1
"1122",0.05,1880,14.64,"URXOP5",0.93
"1123",0.05,1890,14.74,"URXOP2",1
"1124",0.05,1890,14.74,"URXOP4",0.91
"1125",0.05,1890,14.74,"URXOP6",0.62
"1126",0.05,1890,14.74,"URXOP1",1
"1127",0.05,1890,14.74,"URXOP3",0.96
"1128",0.05,1890,14.74,"URXOP5",0.87
"1129",0.05,1900,14.51,"URXOP2",1
"1130",0.05,1900,14.51,"URXOP4",0.95
"1131",0.05,1900,14.51,"URXOP6",0.64
"1132",0.05,1900,14.51,"URXOP1",1
"1133",0.05,1900,14.51,"URXOP3",0.94
"1134",0.05,1900,14.51,"URXOP5",0.95
"1135",0.05,1910,14.73,"URXOP2",1
"1136",0.05,1910,14.73,"URXOP4",0.96
"1137",0.05,1910,14.73,"URXOP6",0.63
"1138",0.05,1910,14.73,"URXOP1",1
"1139",0.05,1910,14.73,"URXOP3",0.96
"1140",0.05,1910,14.73,"URXOP5",0.91
"1141",0.05,1920,14.46,"URXOP2",1
"1142",0.05,1920,14.46,"URXOP4",0.92
"1143",0.05,1920,14.46,"URXOP6",0.67
"1144",0.05,1920,14.46,"URXOP1",1
"1145",0.05,1920,14.46,"URXOP3",0.99
"1146",0.05,1920,14.46,"URXOP5",0.89
"1147",0.05,1930,14.67,"URXOP2",1
"1148",0.05,1930,14.67,"URXOP4",0.9
"1149",0.05,1930,14.67,"URXOP6",0.63
"1150",0.05,1930,14.67,"URXOP1",1
"1151",0.05,1930,14.67,"URXOP3",0.95
"1152",0.05,1930,14.67,"URXOP5",0.89
"1153",0.05,1940,14.93,"URXOP2",1
"1154",0.05,1940,14.93,"URXOP4",0.93
"1155",0.05,1940,14.93,"URXOP6",0.71
"1156",0.05,1940,14.93,"URXOP1",1
"1157",0.05,1940,14.93,"URXOP3",0.98
"1158",0.05,1940,14.93,"URXOP5",0.96
"1159",0.05,1950,14.75,"URXOP2",1
"1160",0.05,1950,14.75,"URXOP4",0.92
"1161",0.05,1950,14.75,"URXOP6",0.71
"1162",0.05,1950,14.75,"URXOP1",1
"1163",0.05,1950,14.75,"URXOP3",0.99
"1164",0.05,1950,14.75,"URXOP5",0.95
"1165",0.05,1960,14.88,"URXOP2",1
"1166",0.05,1960,14.88,"URXOP4",0.89
"1167",0.05,1960,14.88,"URXOP6",0.6
"1168",0.05,1960,14.88,"URXOP1",1
"1169",0.05,1960,14.88,"URXOP3",0.96
"1170",0.05,1960,14.88,"URXOP5",0.89
"1171",0.05,1970,14.61,"URXOP2",1
"1172",0.05,1970,14.61,"URXOP4",0.97
"1173",0.05,1970,14.61,"URXOP6",0.73
"1174",0.05,1970,14.61,"URXOP1",1
"1175",0.05,1970,14.61,"URXOP3",0.99
"1176",0.05,1970,14.61,"URXOP5",0.86
"1177",0.05,1980,14.54,"URXOP2",1
"1178",0.05,1980,14.54,"URXOP4",0.96
"1179",0.05,1980,14.54,"URXOP6",0.58
"1180",0.05,1980,14.54,"URXOP1",1
"1181",0.05,1980,14.54,"URXOP3",0.98
"1182",0.05,1980,14.54,"URXOP5",0.86
"1183",0.05,1990,15.2,"URXOP2",1
"1184",0.05,1990,15.2,"URXOP4",0.91
"1185",0.05,1990,15.2,"URXOP6",0.61
"1186",0.05,1990,15.2,"URXOP1",1
"1187",0.05,1990,15.2,"URXOP3",0.97
"1188",0.05,1990,15.2,"URXOP5",0.94
"1189",0.05,2000,14.65,"URXOP2",1
"1190",0.05,2000,14.65,"URXOP4",0.95
"1191",0.05,2000,14.65,"URXOP6",0.62
"1192",0.05,2000,14.65,"URXOP1",1
"1193",0.05,2000,14.65,"URXOP3",0.98
"1194",0.05,2000,14.65,"URXOP5",0.87
